Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
186,185,Jason Demers,32,ARI,D,26,0,3,3,-4,20,0.6,0,0,0,0,3,0,0,20,0.0,458,17:37,19,36,0,0,
187,186,Grigori Denisenko,20,FLA,LW,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,21,10:33,1,2,0,0,
188,187,Travis Dermott,24,TOR,D,35,2,2,4,-3,17,0.6,2,0,0,0,2,0,0,29,6.9,445,12:42,23,30,0,0,
189,188,Nicolas Deslauriers,29,ANA,LW,33,3,3,6,-6,38,0.1,3,0,0,1,3,0,0,41,7.3,383,11:36,14,95,0,1,0.0
190,189,Phillip Di Giuseppe,27,NYR,LW,26,1,7,8,2,6,0.5,1,0,0,0,7,0,0,41,2.4,292,11:13,15,70,2,4,33.3
191,190,Jason Dickinson,25,DAL,C,35,5,5,10,-3,12,0.5,5,0,0,2,4,1,0,43,11.6,571,16:19,38,52,112,130,46.3
192,191,Brenden Dillon,30,WSH,D,38,1,11,12,8,33,2.2,1,0,0,0,10,0,1,32,3.1,730,19:12,44,89,0,0,
193,192,Christian Djoos,26,DET,D,32,2,7,9,-9,12,1.1,1,1,0,0,5,2,0,34,5.9,490,15:19,25,10,0,0,
194,193,Noah Dobson,21,NYI,D,30,3,9,12,7,4,2.6,3,0,0,0,6,3,0,44,6.8,501,16:42,33,25,0,0,
195,194,Max Domi,25,CBJ,LW,40,5,9,14,-14,39,0.5,4,1,0,0,8,1,0,74,6.8,595,14:52,8,12,91,99,47.9
196,195,Ryan Donato,24,SJS,C,37,6,12,18,-6,10,1.5,4,2,0,1,9,3,0,83,7.2,496,13:24,18,40,21,31,40.4
197,196,Joonas Donskoi,28,COL,RW,38,15,13,28,14,6,4.0,11,4,0,2,11,2,0,55,27.3,527,13:52,19,10,10,14,41.7
198,197,Drew Doughty,31,LAK,D,37,8,20,28,-4,18,5.0,2,6,0,0,9,10,1,70,11.4,992,26:49,56,55,0,0,
199,198,Nic Dowd,30,WSH,C,38,7,2,9,3,22,0.7,7,0,0,2,2,0,0,43,16.3,563,14:49,32,58,299,226,57.0
200,199,Justin Dowling,30,DAL,C,15,1,3,4,0,4,0.2,1,0,0,0,2,1,0,19,5.3,186,12:23,2,10,23,31,42.6
201,200,Leon Draisaitl,25,EDM,C,39,19,38,57,20,14,7.2,9,9,1,6,24,14,0,113,16.8,864,22:09,9,26,401,322,55.5
202,201,Sheldon Dries,26,COL,C,3,0,0,0,1,4,0.0,0,0,0,0,0,0,0,1,0.0,23,7:49,0,6,0,1,0.0
203,202,Jonathan Drouin,25,MTL,LW,35,2,19,21,-3,12,1.2,2,0,0,0,15,4,0,64,3.1,574,16:24,6,32,19,22,46.3
204,203,Jamie Drysdale,18,ANA,D,8,1,2,3,-3,2,0.4,1,0,0,0,2,0,0,9,11.1,135,16:52,4,1,0,0,
205,204,Dillon Dube,22,CGY,C,35,7,9,16,-3,12,1.6,5,2,0,0,9,0,0,54,13.0,476,13:37,10,39,6,3,66.7
206,205,Pierre-Luc Dubois,22,TOT,LW,29,9,8,17,-3,16,1.8,8,1,0,3,5,3,0,52,17.3,443,15:17,18,39,119,155,43.4
207,205,Pierre-Luc Dubois,22,WPG,LW,24,8,8,16,-1,14,1.8,7,1,0,2,5,3,0,45,17.8,371,15:27,15,37,86,127,40.4
208,205,Pierre-Luc Dubois,22,CBJ,LW,5,1,0,1,-2,2,0.0,1,0,0,1,0,0,0,7,14.3,73,14:31,3,2,33,28,54.1
209,206,Matt Duchene,30,NSH,C,23,3,5,8,-11,4,0.2,2,1,0,0,3,2,0,52,5.8,385,16:44,5,14,156,131,54.4
210,207,Anthony Duclair,25,FLA,LW,29,4,12,16,9,10,1.7,4,0,0,1,11,1,0,73,5.5,435,15:01,5,22,0,2,0.0
211,208,Mathew Dumba,26,MIN,D,32,5,7,12,6,26,2.9,5,0,0,1,5,2,0,65,7.7,713,22:18,48,49,0,0,
212,209,Brian Dumoulin,29,PIT,D,23,0,5,5,10,6,1.5,0,0,0,0,4,0,1,27,0.0,518,22:31,32,39,0,0,
213,210,Vince Dunn,24,STL,D,36,5,7,12,-10,12,1.6,4,1,0,0,5,2,0,63,7.9,701,19:28,44,27,0,0,
214,211,Christian Dvorak,24,ARI,C,39,12,10,22,-4,12,2.4,6,5,1,4,8,2,0,67,17.9,735,18:51,30,30,389,334,53.8
215,212,Ryan Dzingel,28,TOT,C,25,8,4,12,-1,12,1.5,6,2,0,0,3,1,0,34,23.5,332,13:17,7,32,2,6,25.0
216,212,Ryan Dzingel,28,OTT,C,14,6,2,8,1,10,1.2,6,0,0,0,1,1,0,25,24.0,187,13:20,4,22,2,4,33.3
217,212,Ryan Dzingel,28,CAR,C,11,2,2,4,-2,2,0.3,0,2,0,0,2,0,0,9,22.2,145,13:12,3,10,0,2,0.0
218,213,Cody Eakin,29,BUF,C,36,2,4,6,-7,10,0.0,2,0,0,0,4,0,0,32,6.3,475,13:11,15,27,219,179,55.0
219,214,Jordan Eberle,30,NYI,RW,38,13,12,25,11,10,3.4,12,1,0,2,9,3,0,92,14.1,644,16:57,13,21,3,4,42.9
220,215,Alexander Edler,34,VAN,D,36,0,6,6,-8,32,0.8,0,0,0,0,6,0,0,68,0.0,754,20:57,78,63,0,0,
221,216,Joel Edmundson,27,MTL,D,35,2,8,10,30,15,3.7,2,0,0,0,8,0,0,54,3.7,696,19:54,38,61,0,0,
222,217,Nikolaj Ehlers,24,WPG,LW,39,15,23,38,15,7,4.9,11,4,0,4,17,6,0,120,12.5,659,16:54,11,16,1,0,100.0
223,218,Jack Eichel,24,BUF,C,21,2,16,18,-9,6,1.2,1,1,0,1,8,8,0,61,3.3,430,20:30,15,20,195,197,49.7
224,219,Aaron Ekblad,24,FLA,D,35,11,11,22,5,33,4.6,5,6,0,3,6,5,0,101,10.9,878,25:05,27,24,0,0,
225,220,Mattias Ekholm,30,NSH,D,32,5,10,15,9,4,3.8,5,0,0,1,7,2,1,78,6.4,724,22:38,37,14,0,0,
226,221,Oliver Ekman-Larsson,29,ARI,D,29,2,16,18,-10,14,2.1,0,2,0,0,7,9,0,53,3.8,597,20:35,15,46,0,0,
227,222,Lars Eller,31,WSH,C,26,5,9,14,-4,12,1.1,5,0,0,1,6,3,0,37,13.5,411,15:48,10,18,186,178,51.1
228,223,Ryan Ellis,30,NSH,D,21,2,7,9,-7,6,1.3,0,2,0,0,5,2,0,45,4.4,518,24:39,37,8,0,0,
229,224,Pierre Engvall,24,TOR,LW,30,3,5,8,1,10,0.5,3,0,0,0,5,0,0,43,7.0,359,11:58,9,27,81,104,43.8
230,225,Tyler Ennis,31,EDM,C,27,3,6,9,3,6,0.8,3,0,0,2,6,0,0,35,8.6,328,12:09,6,41,4,3,57.1
231,226,Mackenzie Entwistle,21,CHI,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,6,6:03,0,3,0,0,
232,227,Loui Eriksson,35,VAN,LW,7,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,5,0.0,67,9:35,1,1,1,0,100.0
233,228,Joel Eriksson Ek,24,MIN,C,37,12,7,19,9,10,2.5,12,0,0,2,5,2,0,82,14.6,643,17:23,30,62,250,297,45.7
234,229,Adam Erne,25,DET,LW,32,8,5,13,-6,19,1.3,5,3,0,0,2,3,0,45,17.8,411,12:51,14,58,12,8,60.0
235,230,Jake Evans,24,MTL,C,32,2,5,7,5,20,0.4,1,0,1,0,4,0,1,37,5.4,364,11:22,19,60,139,145,48.9
236,231,Robby Fabbri,25,DET,C,30,10,8,18,3,16,2.3,10,0,0,5,6,2,0,58,17.2,518,17:16,17,34,83,107,43.7
237,232,Dante Fabbro,22,NSH,D,37,2,9,11,-1,23,2.2,1,1,0,1,9,0,0,57,3.5,731,19:45,56,31,0,0,
238,233,Radek Faksa,27,DAL,C,35,4,7,11,-3,18,0.5,3,0,1,0,6,1,0,60,6.7,607,17:21,30,67,269,207,56.5
239,234,Joel Farabee,20,PHI,LW,36,14,13,27,-4,10,2.9,12,2,0,1,9,4,0,79,17.7,589,16:22,12,41,1,6,14.3
240,235,Hudson Fasching,25,ARI,RW,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,6,0.0,38,9:35,1,3,0,0,
241,236,Jesper Fast,29,CAR,RW,32,5,11,16,-3,10,1.2,4,1,0,1,8,3,0,25,20.0,485,15:09,18,54,10,18,35.7
242,237,Justin Faulk,28,STL,D,38,5,8,13,4,19,3.0,4,1,0,1,5,2,1,85,5.9,934,24:34,57,86,0,0,
243,238,Mario Ferraro,22,SJS,D,37,1,12,13,-4,12,1.9,1,0,0,0,8,4,0,47,2.1,842,22:45,61,108,0,0,
244,239,Kevin Fiala,24,MIN,LW,34,11,10,21,-2,35,2.3,7,4,0,3,8,2,0,105,10.5,592,17:24,12,20,5,10,33.3
245,240,Valtteri Filppula,36,DET,C,22,3,3,6,-3,10,0.3,3,0,0,1,3,0,0,11,27.3,319,14:29,9,7,68,83,45.0
246,241,Christian Fischer,23,ARI,RW,35,0,2,2,-10,2,-0.8,0,0,0,0,2,0,0,28,0.0,424,12:07,19,102,8,9,47.1
247,242,Haydn Fleury,24,CAR,D,33,1,0,1,-6,6,0.2,1,0,0,0,0,0,0,48,2.1,450,13:38,40,46,0,0,
248,243,Warren Foegele,24,CAR,LW,34,8,6,14,6,14,1.8,8,0,0,0,6,0,0,52,15.4,451,13:15,10,41,12,10,54.5
249,244,Steven Fogarty,27,BUF,C,6,1,2,3,2,4,0.4,1,0,0,0,2,0,0,3,33.3,64,10:43,6,2,3,2,60.0
250,245,Marcus Foligno,29,MIN,LW,23,7,9,16,13,29,2.4,6,0,1,1,9,0,0,24,29.2,334,14:31,13,58,2,7,22.2
251,246,Nick Foligno,33,CBJ,LW,40,6,9,15,-3,26,0.9,5,1,0,0,5,1,3,67,9.0,724,18:06,34,103,107,112,48.9
252,247,Callan Foote,22,TBL,D,31,1,2,3,8,8,1.3,1,0,0,0,2,0,0,35,2.9,406,13:07,28,34,0,0,
253,248,Derek Forbort,28,WPG,D,39,1,6,7,0,35,1.5,1,0,0,0,6,0,0,47,2.1,824,21:07,88,58,0,0,
254,249,Alex Formenton,21,OTT,LW,5,2,0,2,2,0,0.4,2,0,0,0,0,0,0,6,33.3,56,11:16,3,9,0,3,0.0
255,250,Filip Forsberg,26,NSH,C,34,11,18,29,-8,14,3.1,8,3,0,3,10,8,0,116,9.5,623,18:20,13,43,3,5,37.5
256,251,Gustav Forsling,24,FLA,D,26,3,6,9,9,6,2.4,2,1,0,0,4,2,0,56,5.4,503,19:22,29,20,0,0,
257,252,Liam Foudy,20,CBJ,C,16,0,3,3,-1,6,-0.1,0,0,0,0,3,0,0,30,0.0,208,13:01,5,9,2,8,20.0
258,253,Cam Fowler,29,ANA,D,39,3,13,16,-7,12,2.6,3,0,0,0,10,3,0,58,5.2,858,22:00,29,17,0,0,
259,254,Adam Fox,22,NYR,D,36,4,29,33,11,6,5.5,2,2,0,1,12,16,1,74,5.4,889,24:42,67,11,0,1,0.0
260,255,Trent Frederic,22,BOS,C,35,4,1,5,-4,53,0.3,4,0,0,3,1,0,0,41,9.8,400,11:25,12,50,31,30,50.8
261,256,Mark Friedman,25,TOT,D,6,1,1,2,1,4,0.4,1,0,0,0,1,0,0,4,25.0,59,9:54,2,9,0,1,0.0
262,256,Mark Friedman,25,PHI,D,4,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,3,0.0,44,11:01,2,5,0,1,0.0
263,256,Mark Friedman,25,PIT,D,2,1,1,2,3,0,0.6,1,0,0,0,1,0,0,1,100.0,15,7:40,0,4,0,0,
264,257,Martin Frk,27,LAK,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:21,0,1,0,0,
265,258,Byron Froese,29,CGY,C,6,1,0,1,1,2,0.2,1,0,0,0,0,0,0,2,50.0,50,8:18,4,8,12,19,38.7
266,259,Michael Frolik,32,MTL,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,23,11:39,0,4,0,0,
267,260,Morgan Frost,21,PHI,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,20,10:14,0,0,10,10,50.0
268,261,Kurtis Gabriel,27,SJS,RW,11,0,0,0,1,55,-0.1,0,0,0,0,0,0,0,4,0.0,84,7:40,10,46,0,0,
269,262,Sam Gagner,31,DET,C,28,4,5,9,3,9,0.9,4,0,0,1,5,0,0,55,7.3,418,14:56,6,4,48,62,43.6
270,263,Alex Galchenyuk,26,TOT,C,17,2,3,5,-4,8,0.2,1,1,0,0,3,0,0,31,6.5,188,11:02,6,24,2,2,50.0
